customer_id,item_id,date,quantity,selling_price,other_discount,coupon_discount
1497,19233,2012-01-04,1,45.95,0,0
1497,23126,2012-01-04,2,106.86,-34.91,0
1497,28979,2012-01-04,2,127.52,0,0
1497,47720,2012-01-04,1,35.26,-17.81,0
1497,49023,2012-01-04,1,82.99,-59.13,0
725,56558,2012-01-04,1,82.99,-80.5,0
138,16594,2012-01-04,1,89.05,-17.45,0
138,32321,2012-01-04,1,141.41,-143.19,0
138,48980,2012-01-04,1,82.99,-59.13,0
188,7700,2012-01-04,1,45.95,-32.06,0
188,22858,2012-01-04,1,78.01,0,0
188,23846,2012-01-04,1,53.43,-24.58,0
188,28883,2012-01-04,1,49.51,0,0
188,29883,2012-01-04,1,88.69,0,0
188,8587,2012-01-04,1,99.38,0,0
188,8901,2012-01-04,1,124.31,0,0
188,9281,2012-01-04,1,17.81,0,0
188,9535,2012-01-04,1,89.05,-10.33,0
188,9779,2012-01-04,1,88.69,0,0
188,10061,2012-01-04,1,106.5,0,0
188,12212,2012-01-04,1,142.12,0,0
188,12754,2012-01-04,1,142.12,0,0
188,13609,2012-01-04,2,234.38,0,0
188,14226,2012-01-04,1,89.05,-35.26,0
188,14426,2012-01-04,1,99.38,0,0
188,15255,2012-01-04,1,42.39,-42.74,0
188,15271,2012-01-04,1,23.87,0,0
188,15405,2012-01-04,1,142.12,0,0
188,15996,2012-01-04,1,85.13,0,0
188,17579,2012-01-04,1,74.45,0,0
188,18276,2012-01-04,1,70.88,0,0
188,20622,2012-01-04,1,21.02,-3.56,0
188,21323,2012-01-04,2,42.39,-42.39,0
188,21832,2012-01-04,1,113.63,0,0
188,24547,2012-01-04,1,89.05,-67.32,0
188,25872,2012-01-04,2,142.48,-120.4,0
188,26938,2012-01-04,1,88.69,0,0
188,28315,2012-01-04,1,89.05,-35.26,0
188,28490,2012-01-04,2,284.25,0,0
188,29841,2012-01-04,1,35.26,-10.69,0
188,31063,2012-01-04,1,99.38,-35.62,0
188,31620,2012-01-04,2,106.15,0,0
188,32285,2012-01-04,1,71.24,-17.45,0
188,32331,2012-01-04,1,313.1,0,0
188,32504,2012-01-04,1,88.69,0,0
188,32621,2012-01-04,2,118.97,-51.29,0
188,33840,2012-01-04,1,53.07,0,0
188,34047,2012-01-04,1,88.69,0,0
188,34404,2012-01-04,2,127.52,0,0
188,36487,2012-01-04,2,142.48,-120.4,0
188,36588,2012-01-04,1,95.82,0,0
188,37100,2012-01-04,1,142.12,0,0
188,45263,2012-01-04,1,53.43,-17.45,0
188,45502,2012-01-04,1,82.99,-80.5,0
188,47113,2012-01-04,1,70.88,0,0
188,52453,2012-01-04,1,113.63,0,0
188,53853,2012-01-04,1,263.23,0,0
188,57956,2012-01-04,1,81.57,0,0
188,58492,2012-01-04,1,70.88,0,0
188,59133,2012-01-04,1,142.12,0,0
188,10065,2012-01-04,2,70.53,0,0
188,31317,2012-01-04,1,53.07,0,0
188,32575,2012-01-04,1,89.05,0,0
188,36794,2012-01-04,1,102.94,0,0
188,50457,2012-01-04,1,70.88,0,0
188,53893,2012-01-04,1,71.24,-24.58,0
188,56795,2012-01-04,10,245.78,0,0
188,59517,2012-01-04,1,17.81,0,0
188,13838,2012-01-04,1,159.93,0,0
188,20897,2012-01-04,1,37.4,-22.8,0
188,23213,2012-01-04,3,105.79,0,0
188,24359,2012-01-04,1,71.24,-21.02,0
188,26214,2012-01-04,1,59.49,-47.02,0
188,31371,2012-01-04,1,114.34,-56.28,0
188,32224,2012-01-04,1,89.05,-53.07,0
188,32618,2012-01-04,1,28.14,-3.56,0
188,33940,2012-01-04,1,124.31,0,0
188,34727,2012-01-04,1,92.26,-21.37,0
188,45986,2012-01-04,1,71.24,-60.2,0
188,46154,2012-01-04,2,28.5,-13.54,0
188,46201,2012-01-04,1,14.25,-6.77,0
188,46305,2012-01-04,2,28.5,-13.54,0
188,56177,2012-01-04,1,89.05,-10.33,0
188,6423,2012-01-04,1,113.63,0,0
188,14360,2012-01-04,1,17.81,-10.33,0
188,23246,2012-01-04,1,17.81,-10.33,0
188,31738,2012-01-04,2,70.53,-7.12,0
1467,7489,2012-01-04,1,320.22,0,0
1467,9561,2012-01-04,1,47.73,-8.9,0
1467,10111,2012-01-04,1,248.98,-24.93,0
1467,15919,2012-01-04,3,160.29,-52.36,0
1467,7347,2012-01-04,1,35.62,-17.45,0
1467,7404,2012-01-04,1,58.77,-33.48,0
1467,7772,2012-01-04,1,191.99,0,0
1467,11873,2012-01-04,1,35.62,-17.45,0
1467,22619,2012-01-04,1,17.81,0,0
1467,27133,2012-01-04,1,78.01,0,0
1467,27904,2012-01-04,1,35.26,-24.93,0
1467,28900,2012-01-04,1,149.25,-3.56,0
1467,30402,2012-01-04,1,284.6,0,0
1467,34047,2012-01-04,1,88.69,0,0
1467,45768,2012-01-04,1,35.62,-17.45,0
1467,46274,2012-01-04,1,70.88,0,0
846,8292,2012-01-04,1,43.46,-2.49,0
846,11764,2012-01-04,1,71.24,-35.26,0
846,13174,2012-01-04,1,35.26,0,0
846,15637,2012-01-04,2,142.48,-20.66,0
846,15770,2012-01-04,1,71.24,-6.77,0
846,20805,2012-01-04,1,67.32,-14.25,0
846,21819,2012-01-04,1,58.42,-19.59,0
846,22186,2012-01-04,1,127.88,0,0
846,22280,2012-01-04,1,113.63,-14.25,0
846,23007,2012-01-04,1,89.05,-53.07,0
846,23901,2012-01-04,1,89.05,-67.32,0
846,26059,2012-01-04,2,213.01,0,0
846,26878,2012-01-04,1,142.12,0,0
846,28744,2012-01-04,1,156.37,0,0
846,29474,2012-01-04,1,89.05,-67.32,0
846,31513,2012-01-04,1,142.12,0,0
846,36487,2012-01-04,1,71.24,-60.2,0
846,57334,2012-01-04,1,71.24,-6.77,0
846,58737,2012-01-04,1,106.5,0,0
846,59330,2012-01-04,1,256.11,0,0
651,4534,2012-01-04,1,35.26,0,0
651,5577,2012-01-04,1,71.24,-28.14,0
651,9664,2012-01-04,1,78.01,-14.25,0
651,10209,2012-01-04,1,106.5,0,0
651,14506,2012-01-04,1,113.63,-14.25,0
651,15796,2012-01-04,1,59.49,-11.4,0
651,17081,2012-01-04,1,360.12,-158.51,0
651,20415,2012-01-04,1,63.76,0,0
651,24603,2012-01-04,1,266.79,0,0
651,24862,2012-01-04,3,53.43,-52.36,0
651,29708,2012-01-04,1,78.01,0,0
651,31120,2012-01-04,1,177.74,0,0
651,32641,2012-01-04,1,177.74,0,0
651,34444,2012-01-04,1,113.63,-14.25,0
651,50929,2012-01-04,1,142.12,0,0
651,52223,2012-01-04,1,56.64,0,0
651,58350,2012-01-04,1,134.29,-43.46,0
1457,12017,2012-01-04,1,70.88,0,0
1457,13160,2012-01-04,1,106.5,-49.87,0
1457,13685,2012-01-04,1,45.95,0,0
1457,14306,2012-01-04,2,213.01,-99.74,0
1457,16415,2012-01-04,1,13.18,-11.4,0
1457,20821,2012-01-04,1,213.36,-24.93,0
1457,21300,2012-01-04,1,89.05,-17.45,0
1457,29733,2012-01-04,1,106.5,-49.87,0
1457,31317,2012-01-04,1,53.07,0,0
1457,31963,2012-01-04,1,135,0,0
1457,33136,2012-01-04,1,113.63,0,0
1457,33822,2012-01-04,1,70.88,0,0
86,48861,2012-01-04,3,151.38,-66.61,-80.14
787,5372,2012-01-04,1,49.51,0,0
787,5798,2012-01-04,1,35.62,-17.45,0
787,8613,2012-01-04,1,49.51,-28.5,0
787,9063,2012-01-04,1,24.58,0,0
787,11564,2012-01-04,1,53.43,-10.33,0
787,13174,2012-01-04,1,35.26,0,0
787,16422,2012-01-04,1,78.01,0,0
787,17503,2012-01-04,1,45.95,0,0
787,17848,2012-01-04,1,215.14,0,0
787,18118,2012-01-04,1,59.49,-25.65,0
787,21338,2012-01-04,1,67.32,0,0
787,21813,2012-01-04,2,118.97,-72.66,0
787,24260,2012-01-04,2,178.1,-34.91,0
787,26735,2012-01-04,1,44.52,-19.23,0
787,28047,2012-01-04,1,108.28,-40.25,0
787,29502,2012-01-04,1,89.05,-6.77,0
787,29941,2012-01-04,1,250.05,-200.9,0
787,30130,2012-01-04,1,63.76,-42.74,0
787,31095,2012-01-04,1,35.62,-21.02,0
787,32869,2012-01-04,1,28.14,-10.69,0
787,32969,2012-01-04,2,70.53,0,0
787,33997,2012-01-04,1,89.05,-17.45,0
787,34764,2012-01-04,1,71.24,-17.45,0
787,36486,2012-01-04,1,35.26,-21.37,0
787,45271,2012-01-04,1,71.24,-60.2,0
787,46016,2012-01-04,2,28.5,-13.54,0
787,46208,2012-01-04,2,28.5,-13.54,0
787,46632,2012-01-04,1,15.67,0,0
787,50827,2012-01-04,1,106.5,-28.5,0
787,58350,2012-01-04,1,134.29,-43.46,0
1140,10123,2012-01-04,1,188.43,-21.37,0
1140,14989,2012-01-04,1,106.5,0,0
1140,27466,2012-01-04,1,320.22,-71.24,0
1140,30916,2012-01-04,1,42.39,-14.25,0
814,8220,2012-01-04,1,35.26,-24.93,0
814,22160,2012-01-04,4,71.24,0,0
814,24547,2012-01-04,1,89.05,-67.32,0
814,35607,2012-01-04,1,67.32,0,0
814,55859,2012-01-04,2,70.53,0,0
814,9281,2012-01-04,2,35.62,0,0
814,11995,2012-01-04,1,53.07,0,0
814,15645,2012-01-04,1,49.51,0,0
814,17279,2012-01-04,1,81.57,0,0
814,17442,2012-01-04,2,106.86,-49.16,0
814,22160,2012-01-04,2,35.62,0,0
814,22391,2012-01-04,1,70.88,0,0
814,29370,2012-01-04,1,92.26,-21.37,0
814,31648,2012-01-04,1,88.69,0,0
814,33420,2012-01-04,1,81.57,-24.93,0
816,50648,2012-01-04,1,498.32,0,0
310,5025,2012-01-04,1,89.05,-10.33,0
310,5413,2012-01-04,1,124.31,0,0
310,9535,2012-01-04,1,89.05,-10.33,0
310,10560,2012-01-04,1,70.88,0,0
310,15220,2012-01-04,1,67.32,0,0
310,17633,2012-01-04,1,280.69,0,0
310,19927,2012-01-04,1,71.24,-28.14,0
310,20756,2012-01-04,1,21.02,-7.12,0
310,23082,2012-01-04,1,120.75,0,0
310,23270,2012-01-04,1,71.24,-35.26,0
310,25086,2012-01-04,2,99.02,0,0
310,27309,2012-01-04,1,71.24,-35.26,0
310,30354,2012-01-04,1,106.86,-28.14,0
310,31444,2012-01-04,2,178.1,-106.15,0
310,31968,2012-01-04,1,102.94,0,0
310,33234,2012-01-04,1,106.86,-35.26,0
310,36571,2012-01-04,1,71.24,-28.14,0
310,45527,2012-01-04,1,82.99,-80.5,0
310,49011,2012-01-04,1,82.99,-80.5,0
310,54303,2012-01-04,1,82.99,-80.5,0
310,58350,2012-01-04,1,134.29,-43.46,0
1323,16827,2012-01-04,1,35.26,0,0
1323,26395,2012-01-04,1,48.09,0,0
1332,5413,2012-01-04,1,88.34,-35.98,0
1332,10856,2012-01-04,2,99.02,-42.74,0
1332,15335,2012-01-04,1,45.95,-10.69,0
1332,30836,2012-01-04,1,248.98,0,0
1332,34348,2012-01-04,1,31.7,0,0
1332,37270,2012-01-04,1,71.24,-21.02,0
1332,45527,2012-01-04,1,82.99,-80.5,0
1332,45539,2012-01-04,1,82.99,-80.5,0
1332,48988,2012-01-04,1,82.99,-59.13,0
1332,51832,2012-01-04,1,81.57,-14.25,0
1332,59140,2012-01-04,1,131.44,0,0
1332,59180,2012-01-04,1,131.44,0,0
1287,17829,2012-01-04,1,124.31,0,0
1287,22397,2012-01-04,1,19.59,0,0
1287,49077,2012-01-04,3,127.16,-32.06,0
1474,13184,2012-01-04,1,142.12,-34.91,0
1474,32347,2012-01-04,1,106.5,0,0
588,5142,2012-01-04,1,78.01,0,0
588,8544,2012-01-04,1,106.5,0,0
588,9236,2012-01-04,1,89.05,-10.33,0
588,9649,2012-01-04,1,63.76,0,0
588,14292,2012-01-04,1,95.82,0,0
588,23548,2012-01-04,1,284.6,0,0
588,30771,2012-01-04,1,70.88,0,0
588,36568,2012-01-04,1,113.63,-28.5,0
588,46576,2012-01-04,2,35.62,0,0
588,52543,2012-01-04,1,70.88,0,0
588,53521,2012-01-04,1,163.5,0,0
588,56908,2012-01-04,1,35.26,0,0
279,22271,2012-01-04,1,88.69,0,0
279,27033,2012-01-04,1,102.59,0,0
279,48660,2012-01-04,1,142.12,0,0
713,4922,2012-01-04,1,47.73,-23.15,0
713,7364,2012-01-04,10,213.72,-32.06,0
713,17293,2012-01-04,1,38.83,0,0
713,18228,2012-01-04,1,35.62,-6.77,0
713,19632,2012-01-04,2,156.02,0,0
713,19900,2012-01-04,9,106.86,-82.28,0
713,21274,2012-01-04,1,36.69,-5.7,0
713,21576,2012-01-04,3,133.57,-89.76,0
713,21960,2012-01-04,10,71.24,-17.45,0
713,24661,2012-01-04,1,45.95,0,0
713,34024,2012-01-04,3,201.97,0,0
713,53511,2012-01-04,1,163.5,0,0
195,9561,2012-01-03,1,47.37,-9.26,0
195,10090,2012-01-03,2,106.86,-34.91,0
195,12699,2012-01-03,1,47.73,-8.9,0
195,12946,2012-01-03,1,89.05,-17.45,0
195,21592,2012-01-03,1,59.49,-47.02,0
195,22330,2012-01-03,1,53.43,-53.07,0
195,23049,2012-01-03,1,67.32,-10.69,0
195,46274,2012-01-03,1,70.88,0,0
195,46752,2012-01-03,1,52.72,0,0
195,48626,2012-01-03,1,89.05,-81.57,0
195,57837,2012-01-03,1,53.43,-53.07,0
195,11917,2012-01-04,1,35.26,-7.12,0
195,22778,2012-01-04,1,17.81,-17.45,0
195,29433,2012-01-04,1,17.81,-17.45,0
195,34773,2012-01-04,1,159.93,0,0
195,56601,2012-01-04,1,163.5,0,0
1261,3717,2012-01-04,1,29.56,-19.95,0
935,11903,2012-01-05,1,106.5,0,0
935,13195,2012-01-05,1,106.86,-13.89,0
935,18458,2012-01-05,1,106.86,-13.89,0
935,48955,2012-01-05,1,82.99,-59.13,0
935,48994,2012-01-05,1,82.99,-59.13,0
935,53521,2012-01-05,1,163.5,0,0
188,19203,2012-01-05,1,35.62,-17.45,0
188,47976,2012-01-05,1,89.05,-81.57,0
188,57893,2012-01-05,1,89.05,-81.57,0
846,4851,2012-01-05,1,113.63,0,0
846,15637,2012-01-05,2,142.48,-20.66,0
846,28633,2012-01-05,1,44.52,-12.11,0
221,7859,2012-01-05,2,70.53,-49.87,0
221,24664,2012-01-05,2,70.53,-14.25,0
221,34688,2012-01-05,2,35.62,-49.16,0
221,36849,2012-01-05,1,106.5,0,0
1203,4643,2012-01-05,1,106.5,0,0
1203,5962,2012-01-05,1,85.13,0,0
1203,5983,2012-01-05,1,121.46,0,0
1203,6504,2012-01-05,1,106.5,0,0
1203,6619,2012-01-05,1,63.76,-7.12,0
1203,10428,2012-01-05,1,60.2,-3.56,0
1203,10903,2012-01-05,1,28.14,-7.12,0
1203,12311,2012-01-05,2,148.89,-7.12,0
1203,12543,2012-01-05,1,95.82,0,0
1203,12889,2012-01-05,3,178.1,-13.18,0
1203,17309,2012-01-05,1,49.51,0,0
1203,17495,2012-01-05,1,71.24,-35.26,0
1203,18402,2012-01-05,1,89.05,-60.2,0
1203,19998,2012-01-05,1,35.26,0,0
1203,20756,2012-01-05,2,42.03,-14.25,0
1203,22506,2012-01-05,1,49.51,0,0
1203,22872,2012-01-05,1,89.05,-28.14,0
1203,23692,2012-01-05,1,28.14,-14.25,0
1203,25643,2012-01-05,1,71.24,-13.89,0
1203,27362,2012-01-05,1,71.24,-35.26,0
1203,30870,2012-01-05,1,35.26,-17.81,0
1203,32616,2012-01-05,1,24.58,0,0
1203,33495,2012-01-05,1,35.62,-10.33,0
1203,34047,2012-01-05,1,88.69,0,0
1203,35533,2012-01-05,1,113.63,-28.5,0
1203,48635,2012-01-05,1,89.05,-81.57,0
1203,49721,2012-01-05,1,35.26,0,0
1203,57837,2012-01-05,1,53.43,-53.07,0
86,28761,2012-01-05,1,142.12,0,0
86,35193,2012-01-05,2,113.27,-21.37,0
